182,"Catharsis #182 - Last Night When We Were Young"
183,"Catharsis #183 - I've Never Been in Love Before"
184,"Catharsis #184 - Thanks for the Memory"
185,"Catharsis #185 - Deep River"
186,"Catharsis #186 - Stuffy"
187,"Catharsis #187 - Squatty Roo"
188,"Catharsis #188 - Robbin's Nest"
189,"Catharsis #189 - Moose the Mooche"
190,"Catharsis #190 - A Sleepin' Bee"
191,"Catharsis #191 - At Sundown"
192,"Catharsis #192 - On a Slow Boat to China"
193,"Catharsis #193 - Autumn in New York"
194,"Catharsis #194 - 9:20 Special"
195,"Catharsis #195 - Happiness Is a Thing Called Joe"
196,"Catharsis #196 - Salt Peanuts"
197,"Catharsis #197 - The Peanut Vendor"
198,"Catharsis #198 - Watermelon Man"
199,"Catharsis #199 - Shoe Shine Boy"
200,"Catharsis #200 - Ol' Man River"
201,"Catharsis #201 - Early Autumn"
202,"Catharsis #202 - Blue Turning Grey Over You"
203,"Catharsis #203 - A Sunday Kind of Love"
204,"Catharsis #204 - Nuages"
205,"Catharsis #205 - Look for the Silver Lining"
206,"Catharsis #206 - Moonlight Becomes You"
207,"Catharsis #207 - Gloomy Sunday"
208,"Catharsis #208 - Raincheck"
209,"Catharsis #209 - September Song"
210,"Catharsis #210 - Dear Old Stockholm"
211,"Catharsis #211 - Lazy River"
212,"Catharsis #212 - All Too Soon"
213,"Catharsis #213 - Back in Your Own Backyard"
214,"Catharsis #214 - Time After Time"
215,"Catharsis #215 - Sent for You Yesterday"
216,"Catharsis #216 - Will You Still Be Mine?"
217,"Catharsis #217 - Once in a While"
218,"Catharsis #218 - I'll Get By (As Long As I Have You)"
219,"Catharsis #219 - I Fall in Love Too Easily, star"
220,"Catharsis #220 - Secret Love"
221,"Catharsis #221 - Ev'ry Time We Say Goodbye"
222,"Catharsis #222 - It's You or No One"
223,"Catharsis #223 - Lament"
224,"Catharsis #224 - Glad to Be Unhappy"
225,"Catharsis #225 - I Can't Stop Loving You"
226,"Catharsis #226 - Any Old Time"
227,"Catharsis #227 - So Rare"
228,"Catharsis #228 - That Old Feeling"
229,"Catharsis #229 - Danny Boy"
230,"Catharsis #230 - I Hadn't Anyone Till You"
231,"Catharsis #231 - Wait Till You See Her"
232,"Catharsis #232 - We'll Be Together Again"
233,"Catharsis #233 - For Heaven's Sake"
234,"Catharsis #234 - I'm Old Fashioned"
235,"Catharsis #235 - When Your Lover Has Gone"
236,"Catharsis #236 - As Time Goes By"
237,"Catharsis #237 - Autumn Leaves (Les Feuilles Mortes)"
238,"Catharsis #238 - Sweet Georgia Brown"
239,"Catharsis #239 - Out of Nowhere"
240,"Catharsis #240 - Walkin' My Baby Back Home"
241,"Catharsis #241 - Kansas City"
242,"Catharsis #242 - This Love of Mine"
243,"Catharsis #243 - I Remember You"
244,"Catharsis #244 - Then I'll Be Tired of You"
245,"Catharsis #245 - September in the Rain"
246,"Catharsis #246 - Since I Fell for You"
247,"Catharsis #247 - I Left My Heart in San Francisco"
248,"Catharsis #248 - An Affair to Remember"
249,"Catharsis #249 - Baby Won't You Please Come Home"
250,"Catharsis #250 - If I Could Be with You (One Hour Tonight)"
251,"Catharsis #251 - Two Sleepy People"
252,"Catharsis #252 - Misty"
253,"Catharsis #253 - Smoke Gets in Your Eyes"
254,"Catharsis #254 - Exactly Like You"
255,"Catharsis #255 - Echoes of Harlem"
256,"Catharsis #256 - Memories of You"
257,"Catharsis #257 - Things Ain't What They Used to Be"
258,"Catharsis #258 - Blame It on My Youth"
259,"Catharsis #259 - I'll Remember April"
260,"Catharsis #260 - Christmas Time is Here"
261,"Catharsis #261 - A Foggy Day"
262,"Catharsis #262 - I've Got My Love to Keep Me Warm"
263,"Catharsis #263 - I Waited for You"
264,"Catharsis #264 - Lover Come Back to Me"
265,"Catharsis #265 - Back Home Again in Indiana"
266,"Catharsis #266 - Mean to Me"
267,"Catharsis #267 - Georgia on My Mind"
268,"Catharsis #268 - Canadian Sunset"
269,"Catharsis #269 - Farewell Blues"
270,"Catharsis #270 - I'm an Old Cowhand (From the Rio Grande)"
271,"Catharsis #271 - What Are You Doing New Year's Eve?"
272,"Catharsis #272 - Singin' in the Rain"
273,"Catharsis #273 - Auld Lang Syne"
274,"Catharsis #274 - Birth of the Blues"
275,"Catharsis #275 - Every Day I Have the Blues"
276,"Catharsis #276 - Everything but You"
277,"Catharsis #277 - It's a Wonderful World"
278,"Catharsis #278 - It's a Blue World"
279,"Catharsis #279 - They Say"
280,"Catharsis #280 - Afro Blue"
281,"Catharsis #281 - Am I Blue?"
282,"Catharsis #282 - Cry Me a River"
283,"Catharsis #283 - Born to Be Blue"
284,"Catharsis #284 - It's Been a Long, Long Time"
285,"Catharsis #285 - With a Song in My Heart"
286,"Catharsis #286 - Serenade in Blue"
287,"Catharsis #287 - My Melancholy Baby"
288,"Catharsis #288 - I Gotta Right to Sing the Blues"
289,"Catharsis #289 - Little Girl Blue"
290,"Catharsis #290 - Meaning of the Blues"
291,"Catharsis #291 - You're My Everything"
292,"Catharsis #292 - Blue Room"
293,"Catharsis #293 - Too Close for Comfort"
294,"Catharsis #294 - Lullaby of the Leaves"
295,"Catharsis #295 - Russian Lullaby"
296,"Catharsis #296 - Good Morning, Heartache"
297,"Catharsis #297 - Swinging the Blues"
298,"Catharsis #298 - Please Send Me Someone to Love"
299,"Catharsis #299 - Blue Moon"
300,"Catharsis #300 - The More I See You"
301,"Catharsis #301 - My Blue Heaven"
302,"Catharsis #302 - All Blues"
303,"Catharsis #303 - Goin' to Chicago Blues"
304,"Catharsis #304 - Blue Skies"
305,"Catharsis #305 - When Sunny Gets Blue"
306,"Catharsis #306 - Chicago (That Toddlin' Town)"
307,"Catharsis #307 - Blueberry Hill"
308,"Catharsis #308 - Monk's Mood"
309,"Catharsis #309 - Blues in the Closet"
310,"Catharsis #310 - Back Water Blues"
311,"Catharsis #311 - Davenport Blues"
312,"Catharsis #312 - Jazz Me Blues"
313,"Catharsis #313 - I See Your Face Before Me"
314,"Catharsis #314 - Blues in the Night"
315,"Catharsis #315 - I Cried for You"
316,"Catharsis #316 - West End Blues"
317,"Catharsis #317 - West Coast Blues"
318,"Catharsis #318 - I'm a Fool to Want You"
319,"Catharsis #319 - Blue Monk"
320,"Catharsis #320 - Moanin'"
321,"Catharsis #321 - Blue Lou"
322,"Catharsis #322 - Memphis Blues"
323,"Catharsis #323 - Aunt Hagar's Blues"
324,"Catharsis #324 - Wonder Why"
325,"Catharsis #325 - I Got It Bad (and That Ain't Good)"
326,"Catharsis #326 - Here's That Rainy Day star"
327,"Catharsis #327 - Stormy Weather (Keeps Rainin' All the Time)"
328,"Catharsis #328 - Tico Tico"
329,"Catharsis #329 - Tin Roof Blues"
330,"Catharsis #330 - Blue and Sentimental"
331,"Catharsis #331 - Beale Street Blues"
332,"Catharsis #332 - Willow Weep for Me"
333,"Catharsis #333 - After You've Gone"
334,"Catharsis #334 - My Heart Belongs to Daddy"
335,"Catharsis #335 - Royal Garden Blues"
336,"Catharsis #336 - My Old Flame"
337,"Catharsis #337 - There Will Never Be Another You"
338,"Catharsis #338 - St Louis Blues"
339,"Catharsis #339 - I Cover the Waterfront"
340,"Catharsis #340 - Wolverine Blues"
341,"Catharsis #341 - C Jam Blues"
342,"Catharsis #342 - How Deep Is the Ocean?"
343,"Catharsis #343 - Under a Blanket of Blue"
344,"Catharsis #344 - Limehouse Blue"
345,"Catharsis #345 - Blues in My Heart"
346,"Catharsis #346 - Basin Street Blues"
347,"Catharsis #347 - How Long, How Long Blues"
348,"Catharsis #348 - Weary Blues"
349,"Catharsis #349 - Bye Bye Blues"
350,"Catharsis #350 - You Must Believe in Spring"
351,"Catharsis #351 - Love Is Just Around the Corner"
352,"Catharsis #352 - Some Other Spring"
353,"Catharsis #353 - This Could Be the Start of Something"
354,"Catharsis #354 - Meditation"
355,"Catharsis #355 - Impressions"
356,"Catharsis #356 - On a Clear Day (You Can See Forever)"
357,"Catharsis #357 - I Hear Music"
358,"Catharsis #358 - Ray's Idea"
359,"Catharsis #359 - Trust in Me"
360,"Catharsis #360 - Sanctuary"
361,"Catharsis #361 - Amazing Grace"
362,"Catharsis #362 - You're a Lucky Guy"
363,"Catharsis #363 - Unforgettable"
364,"Catharsis #364 - Milestones"
365,"Catharsis #365 - You've Changed"
366,"Catharsis #366 - To Each His Own"
367,"Catharsis #367 - Guilty"
368,"Catharsis #368 - Doggin' Around"
369,"Catharsis #369 - I Guess I'll Have to Change My Plan"
370,"Catharsis #370 - Keepin' Out of Mischief Now"
371,"Catharsis #371 - Watch What Happens"
372,"Catharsis #372 - Now's the Time"
373,"Catharsis #373 - This Is All I Ask"
374,"Catharsis #374 - Is You Is or Is You Ain't My Baby?"
375,"Catharsis #375 - I Wish You Love"
376,"Catharsis #376 - Please Be Kind"
377,"Catharsis #377 - There'll Be Some Changes Made"
378,"Catharsis #378 - People Will Say We're in Love"
379,"Catharsis #379 - Why Do I Love You?"
380,"Catharsis #380 - Anything Goes"
381,"Catharsis #381 - It Had to Be You"
382,"Catharsis #382 - Everything Must Change"
383,"Catharsis #383 - Do It the Hard Way"
384,"Catharsis #384 - Confirmation"
385,"Catharsis #385 - Just in Time"
386,"Catharsis #386 - What Will I Tell My Heart"
387,"Catharsis #387 - So What"
388,"Catharsis #388 - Somethin' Else"
389,"Catharsis #389 - The Masquerade Is Over"
390,"Catharsis #390 - Nice Work If You Can Get It"
391,"Catharsis #391 - Anthropology"
392,"Catharsis #392 - Evidence"
393,"Catharsis #393 - I Want to Talk About You"
394,"Catharsis #394 - After I Say I'm Sorry"
395,"Catharsis #395 - Can't We Be Friends"
396,"Catharsis #396 - What'll I Do"
397,"Catharsis #397 - Time Out"
398,"Catharsis #398 - I'm Gonna Sit Right Down and Write Myself a Letter"
399,"Catharsis #399 - There Are Such Things"
400,"Catharsis #400 - Now It Can Be Told"
401,"Catharsis #401 - Humoresque"
402,"Catharsis #402 - Work Song"
403,"Catharsis #403 - Upper Manhattan Medical Group"
404,"Catharsis #404 - Pick Yourself Up"
405,"Catharsis #405 - This Time the Dream's on Me"
406,"Catharsis #406 - Ask Me Now"
407,"Catharsis #407 - Maybe"
408,"Catharsis #408 - Shaw Nuff"
409,"Catharsis #409 - The Preacher"
410,"Catharsis #410 - St. Thomas"
411,"Catharsis #411 - In a Little Spanish Town"
412,"Catharsis #412 - I'm Confessin' That I Love You"
413,"Catharsis #413 - Sister Sadie"
414,"Catharsis #414 - Deed I Do"
415,"Catharsis #415 - That's All"
416,"Catharsis #416 - Fools Rush in (Where Angels Fear to Tread)"
417,"Catharsis #417 - Don't Blame Me"
418,"Catharsis #418 - Who Cares? (So Long As You Care for Me)"
419,"Catharsis #419 - As Long As I Live"
420,"Catharsis #420 - Focus on Sanity"
421,"Catharsis #421 - Introspection"
422,"Catharsis #422 - Harvard Blues"
423,"Catharsis #423 - I'll Be Seeing You"
424,"Catharsis #424 - Ornithology"
425,"Catharsis #425 - Bye Bye Blackbird"
426,"Catharsis #426 - Goodbye"
427,"Catharsis #427 - Everything Happens to Me"
428,"Catharsis #428 - I'll Never Be the Same"
429,"Catharsis #429 - Don't Worry 'Bout Me"
430,"Catharsis #430 - Just One of Those Things"
431,"Catharsis #431 - Hello Young Lovers"
432,"Catharsis #432 - Change Partners"
433,"Catharsis #433 - Just Friends"
434,"Catharsis #434 - Old Folks at Home"
435,"Catharsis #435 - They Can't Take That Away from Me"
436,"Catharsis #436 - Sometimes I'm Happy"
437,"Catharsis #437 - Invitation"
438,"Catharsis #438 - Teach me Tonight"
439,"Catharsis #439 - All My Life"
440,"Catharsis #440 - Detour Ahead"
441,"Catharsis #441 - Straighten Up and Fly Right"
442,"Catharsis #442 - Moment's Notice"
443,"Catharsis #443 - When Day Is Done"
444,"Catharsis #444 - It's Wonderful"
445,"Catharsis #445 - Make Believe"
446,"Catharsis #446 - Mais Que Nada"
447,"Catharsis #447 - I Believe in You"
448,"Catharsis #448 - Night Train"
449,"Catharsis #449 - It Came Upon a Midnight Clear"
450,"Catharsis #450 - Moon River"
451,"Catharsis #451 - Street of Dreams"
452,"Catharsis #452 - Somewhere"
453,"Catharsis #453 - Isfahan"
454,"Catharsis #454 - Riverboat Shuffle"
455,"Catharsis #455 - O Little Town of Bethlehem"
456,"Catharsis #456 - Rudolph the Red-Nosed Reindeer"
457,"Catharsis #457 - Deep Night"
458,"Catharsis #458 - Flamenco Sketches"
459,"Catharsis #459 - Black and Tan Fantasy"
460,"Catharsis #460 - Are You Real?"
461,"Catharsis #461 - Bohemia After Dark"
462,"Catharsis #462 - Round About Midnight"
463,"Catharsis #463 - When You Wish Upon a Star"
464,"Catharsis #464 - Superstition"
465,"Catharsis #465 - Witchcraft"
466,"Catharsis #466 - Strange Meadow Lark"
467,"Catharsis #467 - Trinkle Tinkle"
468,"Catharsis #468 - Pick Up Sticks"
469,"Catharsis #469 - The Second Time Around"
470,"Catharsis #470 - On the Trail"
471,"Catharsis #471 - Summer Night"
472,"Catharsis #472 - Corcovado (Quiet Nights of Quiet Stars)"
473,"Catharsis #473 - In the Still of the Night"
474,"Catharsis #474 - When Lights Are Low"
475,"Catharsis #475 - I Wished on the Moon"
476,"Catharsis #476 - Dream"
477,"Catharsis #477 - Moon dreams"
478,"Catharsis #478 - Swing Low, Sweet Chariot"
479,"Catharsis #479 - Violets for Your Furs"
480,"Catharsis #480 - In the Wee Small Hours of the Morning"
481,"Catharsis #481 - Dark Eyes"
482,"Catharsis #482 - Baia"
483,"Catharsis #483 - Misterioso"
484,"Catharsis #484 - Begin the Beguine"
485,"Catharsis #485 - Deep in a Dream"
486,"Catharsis #486 - Imagination"
487,"Catharsis #487 - Bewitched"
488,"Catharsis #488 - Deep Purple"
489,"Catharsis #489 - (Ooh) What a Little Moonlight Can Do"
490,"Catharsis #490 - You and the Night and the Music"
491,"Catharsis #491 - It's Wonderful"
492,"Catharsis #492 - Cabin in the Sky"
493,"Catharsis #493 - Dancing in the Dark"
494,"Catharsis #494 - Soft Winds"
495,"Catharsis #495 - Walkin'"
496,"Catharsis #496 - Around Midnight"
497,"Catharsis #497 - The Way You Look Tonight"
498,"Catharsis #498 - I'll See You in My Dreams"
499,"Catharsis #499 - That Old Black Magic"
500,"Catharsis #500 - After Hours"
501,"Catharsis #501 - Lullaby of Birdland"
502,"Catharsis #502 - Silent Night, Holy Night"
503,"Catharsis #503 - Star Crossed Lovers"
504,"Catharsis #504 - Pennies from Heaven"
505,"Catharsis #505 - Yardbird Suite"
506,"Catharsis #506 - Harlem Nocturne"
507,"Catharsis #507 - Cherokee (Indian Love Song)"
508,"Catharsis #508 - A Nightingale Sang in Berkeley Square"
509,"Catharsis #509 - Nica's Dream"
510,"Catharsis #510 - The Christmas Song"
511,"Catharsis #511 - Winter Wonderland"
512,"Catharsis #512 - Santa Claus Is Coming to Town"
513,"Catharsis #513 - And the Angels Sing"
514,"Catharsis #514 - Monk's Dream"
515,"Catharsis #515 - Shiny Stockings"
516,"Catharsis #516 - Baubles, Bangles and Beads"
517,"Catharsis #517 - Caravan"
518,"Catharsis #518 - Stairway to the Stars (Park Avenue Fantasy)"
519,"Catharsis #519 - Moon Song (That Wasn't Meant for Me)"
520,"Catharsis #520 - Old Devil Moon"
521,"Catharsis #521 - The Night Has a Thousand Eyes"
522,"Catharsis #522 - Star Dust"
523,"Catharsis #523 - Moonglow"
524,"Catharsis #524 - Wrap Your Troubles in Dreams"
525,"Catharsis #525 - My Silent Love"
526,"Catharsis #526 - Dolphin Dance"
527,"Catharsis #527 - Daahoud"
528,"Catharsis #528 - Mood Indigo"
529,"Catharsis #529 - How High the Moon"
530,"Catharsis #530 - Stars Fell on Alabama"
531,"Catharsis #531 - It's Only a Paper Moon"
532,"Catharsis #532 - Jingle Bells"
533,"Catharsis #533 - Moonlight in Vermont"
534,"Catharsis #534 - Night in Tunisia"
535,"Catharsis #535 - Polka Dots and Moonbeams"
536,"Catharsis #536 - Stella By Starlight"
537,"Catharsis #537 - All Through the Night"
538,"Catharsis #538 - Over the Rainbow"
539,"Catharsis #539 - Avalon"
540,"Catharsis #540 - Goodnight My Love"
541,"Catharsis #541 - The World Is Waiting for the Sunrise"
542,"Catharsis #542 - For Sentimental Reasons"
543,"Catharsis #543 - Maybe You'll Be There"
544,"Catharsis #544 - I'll Take Romance"
545,"Catharsis #545 - Softly, as in a Morning Sunrise"
546,"Catharsis #546 - Make Someone Happy"
547,"Catharsis #547 - Sentimental Journey"
548,"Catharsis #548 - Moonlight Serenade"
549,"Catharsis #549 - What's New?"
550,"Catharsis #550 - You Make Me Feel so Young"
551,"Catharsis #551 - Soon"
552,"Catharsis #552 - The Lady's in Love with You"
553,"Catharsis #553 - From This Moment On"
554,"Catharsis #554 - Sonny Boy"
555,"Catharsis #555 - Young At Heart"
556,"Catharsis #556 - Some of These Days"
557,"Catharsis #557 - I'm Beginning to See the Light"
558,"Catharsis #558 - If I Loved You"
559,"Catharsis #559 - If I Were a Bell"
560,"Catharsis #560 - You Brought a New Kind of Love to Me"
561,"Catharsis #561 - Something to Live For"
562,"Catharsis #562 - You're a Sweetheart"
563,"Catharsis #563 - My Reverie"
564,"Catharsis #564 - I Could Write a Book"
565,"Catharsis #565 - I Want to Be Happy"
566,"Catharsis #566 - Greensleeves"
567,"Catharsis #567 - Spring Is Here"
568,"Catharsis #568 - Easter Parade"
569,"Catharsis #569 - Main Stem"
570,"Catharsis #570 - A Fine Romance"
571,"Catharsis #571 - Almost Like Being in Love"
572,"Catharsis #572 - If You Could See Me Now"
573,"Catharsis #573 - Spring Can Really Hang You Up the Most"
574,"Catharsis #574 - Don't You Know I Care?"
575,"Catharsis #575 - April in Paris"
576,"Catharsis #576 - A Child Is Born"
577,"Catharsis #577 - I Let a Song Go Out of My Heart"
578,"Catharsis #578 - Someday My Prince Will Come"
579,"Catharsis #579 - Softly As in a Morning Sunrise"
580,"Catharsis #580 - In Your Own Sweet Way"
581,"Catharsis #581 - It Might As Well Be Spring"
582,"Catharsis #582 - It Ain't Necessarily So"
583,"Catharsis #583 - You'd Be So Nice to Come Home To"
584,"Catharsis #584 - I've Found a New Baby"
585,"Catharsis #585 - You Stepped Out of a Dream"
586,"Catharsis #586 - Have Yourself a Merry Little Christmas"
587,"Catharsis #587 - I'll Be Around"
588,"Catharsis #588 - I'm Getting Sentimental Over You"
589,"Catharsis #589 - I Can't Believe That You're in Love with Me"
590,"Catharsis #590 - Someone to Watch Over Me"
591,"Catharsis #591 - When I Fall in Love"
592,"Catharsis #592 - In a Mellotone"
593,"Catharsis #593 - Someday Sweetheart"
594,"Catharsis #594 - It Could Happen to You"
595,"Catharsis #595 - Taking a Chance on Love"
596,"Catharsis #596 - Afternoon in Paris"
597,"Catharsis #597 - I Thought About You"
598,"Catharsis #598 - Christopher Columbus"
599,"Catharsis #599 - Thou Swell"
600,"Catharsis #600 - The Very Thought of You"
601,"Catharsis #601 - If I Had You"
602,"Catharsis #602 - My Funny Valentine"
603,"Catharsis #603 - Skylark"
604,"Catharsis #604 - On Green Dolphin Street"
605,"Catharsis #605 - A Flower Is a Lovesome Thing"
606,"Catharsis #606 - Darn That Dream"
607,"Catharsis #607 - Tenderly"
608,"Catharsis #608 - Sweet and Lovely"
609,"Catharsis #609 - Honeysuckle Rose"
610,"Catharsis #610 - I Love Paris"
611,"Catharsis #611 - Isn't It Romantic?"
612,"Catharsis #612 - Days of Wine and Roses"
613,"Catharsis #613 - I Must Have That Man"
614,"Catharsis #614 - Nature Boy"
615,"Catharsis #615 - My Romance"
616,"Catharsis #616 - In a Sentimental Mood"
617,"Catharsis #617 - All the Things You Are"
618,"Catharsis #618 - More Than You Know"
619,"Catharsis #619 - Centerpiece"
